ID,Delinquency_Status,Loan_Term,Borrower_Gender,Loan_Purpose,Home_Status,Age_Group,Credit_Score_Range,Income,Loan_Amount
2151,0,36 months,Male,Medical,Rent,>25,300-500,88,25000
2152,1,36 months,Female,House,Mortgage,>25,>500,57,25000
2153,1,36 months,Female,House,Rent,>25,300-500,60,5000
2154,1,36 months,Male,House,Rent,>25,300-500,81,25000
2155,1,36 months,Male,Car,Mortgage,>25,>500,79,25000
2156,1,36 months,Male,House,Rent,>25,300-500,33,20000
2157,1,36 months,Female,Car,Mortgage,>25,300-500,108,15000
2158,0,60 months,Male,Car,Mortgage,>25,300-500,103,25000
2159,0,36 months,Male,House,Mortgage,>25,300-500,21,20000
2160,1,36 months,Female,House,Rent,>25,300-500,89,10000
2161,0,36 months,Female,Car,Mortgage,20-25,300-500,36,25000
2162,0,36 months,Male,House,Mortgage,>25,300-500,108,10000
2163,0,36 months,Male,House,Rent,20-25,300-500,47,25000
2164,0,36 months,Male,House,Mortgage,20-25,>500,85,5000
2165,0,36 months,Female,House,Rent,20-25,300-500,54,20000
2166,1,36 months,Female,House,Rent,20-25,300-500,24,20000
2167,0,36 months,Male,House,Rent,20-25,300-500,84,5000
2168,1,36 months,Male,Car,Own,>25,300-500,59,15000
2169,1,36 months,Female,Wedding,Mortgage,>25,300-500,95,20000
2170,1,36 months,Male,House,Rent,>25,>500,75,10000
2171,0,60 months,Male,House,Mortgage,20-25,300-500,55,20000
2172,1,36 months,Female,Car,Mortgage,20-25,>500,64,15000
2173,0,36 months,Male,House,Mortgage,>25,>500,42,10000
2174,0,36 months,Male,Wedding,Own,>25,300-500,66,10000
2175,1,36 months,Male,House,Mortgage,>25,300-500,50,5000
2176,0,60 months,Female,Car,Rent,>25,300-500,30,25000
2177,1,36 months,Male,Car,Own,20-25,300-500,29,5000
2178,1,36 months,Female,Car,Rent,20-25,>500,86,25000
2179,1,36 months,Male,Car,Mortgage,20-25,>500,33,5000
2180,1,36 months,Male,Car,Mortgage,>25,>500,99,25000
2181,1,36 months,Male,Other,Rent,>25,>500,93,20000
2182,0,60 months,Female,House,Rent,>25,>500,112,10000
2183,0,36 months,Male,Medical,Rent,20-25,>500,29,25000
2184,0,36 months,Female,House,Mortgage,>25,300-500,95,20000
2185,1,36 months,Female,Other,Rent,20-25,>500,113,15000
2186,0,36 months,Female,House,Rent,>25,>500,20,5000
2187,1,36 months,Male,House,Mortgage,>25,300-500,24,15000
2188,1,36 months,Male,House,Mortgage,>25,>500,39,20000
2189,0,36 months,Male,House,Rent,20-25,300-500,27,15000
2190,1,36 months,Female,House,Own,20-25,300-500,62,15000
2191,0,36 months,Female,Car,Rent,20-25,>500,95,20000
2192,1,36 months,Male,House,Rent,20-25,300-500,20,10000
2193,0,36 months,Male,House,Mortgage,20-25,>500,76,25000
2194,0,36 months,Male,House,Rent,20-25,300-500,83,5000
2195,1,36 months,Female,House,Rent,>25,300-500,103,25000
2196,0,36 months,Male,Wedding,Rent,20-25,300-500,47,5000
2197,1,36 months,Male,other,Mortgage,20-25,300-500,56,25000
2198,1,60 months,Female,House,Rent,20-25,300-500,66,15000
2199,0,36 months,Male,House,Mortgage,20-25,300-500,95,10000
2200,1,36 months,Male,Wedding,Rent,20-25,>500,56,15000
2201,0,36 months,Female,Other,Rent,>25,300-500,68,10000
2202,1,36 months,Male,other,Rent,20-25,300-500,63,20000
2203,1,36 months,Female,House,Rent,20-25,300-500,75,5000
2204,0,36 months,Male,House,Rent,>25,>500,47,5000
2205,1,60 months,Male,Car,Rent,>25,>500,98,20000
2206,1,36 months,Female,House,Mortgage,20-25,300-500,25,25000
2207,1,36 months,Male,House,Rent,20-25,300-500,80,20000
2208,0,36 months,Male,Car,Mortgage,20-25,>500,39,20000
2209,1,36 months,Female,House,Mortgage,20-25,>500,97,10000
2210,0,36 months,Male,House,Rent,20-25,>500,21,20000
2211,1,36 months,Male,House,Rent,20-25,300-500,92,5000
2212,1,36 months,Female,Car,Mortgage,>25,300-500,56,15000
2213,1,36 months,Female,House,Rent,20-25,300-500,39,10000
2214,0,36 months,Male,House,Mortgage,20-25,300-500,45,10000
2215,1,36 months,Male,Car,Mortgage,>25,300-500,48,25000
2216,1,36 months,Male,House,Mortgage,20-25,>500,20,15000
2217,0,36 months,Female,House,Rent,20-25,>500,54,10000
2218,0,36 months,Male,Car,Rent,20-25,300-500,89,20000
2219,1,36 months,Female,Other,Mortgage,>25,300-500,78,10000
2220,1,36 months,Female,Car,Own,>25,300-500,88,10000
2221,1,36 months,Female,House,Mortgage,>25,>500,52,10000
2222,1,36 months,Female,House,Mortgage,20-25,300-500,70,25000
2223,0,36 months,Female,Car,Rent,20-25,>500,97,10000
2224,0,36 months,Male,Car,Own,>25,300-500,31,10000
2225,1,36 months,Male,Car,Rent,20-25,>500,39,25000
2226,0,36 months,Female,House,Rent,20-25,300-500,72,15000
2227,1,36 months,Female,Medical,Mortgage,>25,>500,107,5000
2228,0,36 months,Male,Car,Mortgage,20-25,300-500,62,25000
2229,0,36 months,Female,Personal,Rent,>25,300-500,117,25000
2230,1,36 months,Male,House,Rent,>25,>500,108,10000
2231,0,36 months,Male,Car,Rent,>25,300-500,69,10000
2232,1,36 months,Female,House,Mortgage,>25,300-500,48,5000
2233,1,36 months,Male,House,Mortgage,>25,300-500,76,10000
2234,1,36 months,Male,Car,Mortgage,>25,300-500,58,20000
2235,1,36 months,Male,Car,Mortgage,20-25,>500,114,10000
2236,0,36 months,Male,House,Rent,20-25,>500,75,10000
2237,0,36 months,Female,Medical,Mortgage,20-25,>500,62,20000
2238,1,36 months,Male,House,Rent,>25,>500,69,5000
2239,0,36 months,Female,Other,Mortgage,>25,>500,42,20000
2240,0,36 months,Female,House,Own,20-25,300-500,63,25000
2241,0,36 months,Male,Car,Rent,20-25,300-500,57,20000
2242,1,36 months,Female,House,Rent,20-25,>500,103,15000
2243,1,36 months,Male,House,Rent,20-25,>500,42,25000
2244,0,36 months,Female,House,Mortgage,>25,300-500,64,10000
2245,1,36 months,Female,House,Mortgage,>25,300-500,71,25000
2246,1,36 months,Male,House,Rent,>25,>500,99,5000
2247,1,36 months,Male,Car,Own,20-25,>500,69,5000
2248,1,36 months,Female,House,Mortgage,20-25,>500,27,20000
2249,0,36 months,Male,Personal,Rent,>25,>500,104,25000
2250,1,36 months,Female,House,Own,20-25,300-500,20,10000
2251,0,60 months,Male,House,Rent,20-25,300-500,27,5000
2252,0,36 months,Male,Car,Own,>25,300-500,48,10000
2253,1,36 months,Male,Personal,Rent,20-25,>500,115,15000
2254,1,36 months,Male,House,Rent,>25,>500,24,5000
2255,1,36 months,Female,Other,Rent,20-25,300-500,105,20000
2256,1,36 months,Male,House,Rent,>25,>500,66,15000
2257,0,36 months,Female,House,Rent,20-25,>500,53,25000
2258,1,60 months,Male,Personal,Mortgage,>25,300-500,84,10000
2259,1,36 months,Male,Other,Rent,>25,300-500,74,5000
2260,1,36 months,Female,Car,Rent,20-25,300-500,109,15000
2261,1,36 months,Female,House,Mortgage,>25,>500,62,15000
2262,1,36 months,Male,House,Rent,>25,300-500,93,5000
2263,1,36 months,Male,House,Mortgage,>25,300-500,49,25000
2264,0,36 months,Female,Other,Rent,20-25,>500,101,25000
2265,1,36 months,Male,House,Rent,20-25,300-500,36,20000
2266,0,36 months,Male,Personal,Rent,>25,300-500,45,25000
2267,1,36 months,Male,Medical,Rent,20-25,300-500,27,20000
2268,0,36 months,Male,House,Mortgage,20-25,300-500,66,15000
2269,1,60 months,Male,House,Mortgage,20-25,>500,95,5000
2270,1,36 months,Female,House,Own,>25,>500,110,25000
2271,1,36 months,Male,House,Mortgage,20-25,300-500,91,20000
2272,1,36 months,Male,House,Rent,20-25,>500,108,15000
2273,1,36 months,Female,House,Rent,20-25,300-500,65,25000
2274,0,36 months,Male,Other,Mortgage,20-25,300-500,87,10000
2275,1,36 months,Male,House,Rent,20-25,300-500,52,15000
2276,1,36 months,Male,Wedding,Mortgage,>25,>500,20,25000
2277,1,36 months,Female,Wedding,Rent,20-25,>500,38,15000
2278,0,36 months,Male,House,Rent,20-25,300-500,50,5000
2279,1,36 months,Female,Other,Rent,20-25,>500,99,5000
2280,1,36 months,Female,House,Mortgage,>25,300-500,33,5000
2281,1,36 months,Female,Personal,Mortgage,20-25,>500,72,10000
2282,0,36 months,Female,House,Rent,20-25,300-500,67,5000
2283,1,36 months,Male,House,Mortgage,20-25,300-500,88,10000
2284,1,36 months,Male,House,Rent,20-25,300-500,109,5000
2285,1,36 months,Male,House,Mortgage,>25,300-500,81,15000
2286,1,36 months,Female,Wedding,Rent,20-25,>500,111,25000
2287,1,36 months,Male,House,Rent,20-25,300-500,85,25000
2288,1,36 months,Male,Medical,Rent,20-25,>500,83,5000
2289,1,36 months,Female,House,Mortgage,>25,300-500,89,25000
2290,1,36 months,Male,House,Rent,>25,>500,82,5000
2291,1,36 months,Female,House,Rent,>25,300-500,92,5000
2292,0,36 months,Female,House,Rent,>25,300-500,52,20000
2293,0,36 months,Male,House,Mortgage,20-25,300-500,60,20000
2294,0,60 months,Male,Car,Own,>25,300-500,108,20000
2295,1,36 months,Female,House,Rent,20-25,>500,67,10000
2296,1,36 months,Female,House,Rent,>25,>500,32,20000
2297,1,36 months,Female,House,Rent,>25,300-500,92,5000
2298,1,36 months,Female,Other,Mortgage,>25,>500,96,15000
2299,1,36 months,Female,Wedding,Mortgage,20-25,300-500,50,20000
2300,1,36 months,Male,House,Own,20-25,>500,94,20000
2301,1,36 months,Female,House,Own,20-25,300-500,87,15000
2302,1,36 months,Male,Car,Rent,>25,>500,117,5000
2303,1,36 months,Female,House,Own,>25,300-500,23,10000
2304,1,36 months,Male,House,Rent,>25,>500,38,20000
2305,1,36 months,Male,Car,Mortgage,20-25,300-500,89,15000
2306,0,60 months,Male,House,Mortgage,20-25,>500,117,5000
2307,1,36 months,Male,House,Mortgage,20-25,300-500,101,25000
2308,0,60 months,Female,Car,Rent,>25,300-500,32,10000
2309,1,36 months,Female,Car,Mortgage,20-25,300-500,42,15000
2310,1,36 months,Male,Personal,Mortgage,>25,300-500,102,15000
2311,1,36 months,Male,House,Mortgage,20-25,>500,94,15000
2312,1,36 months,Female,Car,Mortgage,20-25,>500,20,20000
2313,0,36 months,Female,House,Mortgage,20-25,>500,107,25000
2314,0,36 months,Female,House,Mortgage,>25,>500,73,10000
2315,1,36 months,Male,House,Rent,20-25,300-500,90,5000
2316,1,36 months,Male,Wedding,Rent,20-25,>500,108,5000
2317,1,36 months,Male,House,Mortgage,20-25,>500,104,25000
2318,0,36 months,Female,Other,Mortgage,>25,>500,34,15000
2319,0,36 months,Male,House,Rent,20-25,>500,84,15000
2320,1,36 months,Male,House,Own,>25,300-500,95,15000
2321,0,36 months,Male,House,Mortgage,20-25,300-500,90,15000
2322,0,36 months,Male,Other,Rent,20-25,>500,34,15000
2323,0,60 months,Male,Car,Mortgage,>25,>500,40,25000
2324,1,36 months,Female,House,Mortgage,20-25,>500,38,20000
2325,1,36 months,Female,Car,Rent,20-25,300-500,79,10000
2326,1,36 months,Female,House,Mortgage,>25,>500,112,15000
2327,0,60 months,Male,Car,Rent,20-25,300-500,108,20000
2328,1,36 months,Male,House,Rent,20-25,>500,52,5000
2329,1,36 months,Male,Car,Rent,20-25,>500,68,25000
2330,1,36 months,Female,Other,Rent,20-25,>500,115,20000
2331,1,36 months,Male,House,Rent,>25,300-500,54,15000
2332,0,36 months,Female,House,Rent,20-25,300-500,63,15000
2333,0,60 months,Female,House,Mortgage,20-25,>500,109,15000
2334,0,36 months,Male,Medical,Mortgage,20-25,300-500,30,20000
2335,1,36 months,Male,House,Mortgage,>25,300-500,118,15000
2336,1,36 months,Male,House,Mortgage,20-25,300-500,91,20000
2337,1,36 months,Male,Other,Mortgage,20-25,>500,97,15000
2338,1,36 months,Male,House,Mortgage,>25,>500,93,5000
2339,1,36 months,Male,Wedding,Rent,20-25,300-500,85,5000
2340,1,36 months,Female,House,Mortgage,20-25,>500,65,10000
2341,0,36 months,Female,House,Rent,>25,300-500,28,15000
2342,1,60 months,Male,House,Mortgage,>25,>500,22,15000
2343,1,36 months,Male,Car,Rent,>25,>500,104,20000
2344,1,36 months,Male,Car,Mortgage,20-25,300-500,45,20000
2345,1,36 months,Male,House,Rent,20-25,>500,91,15000
2346,1,36 months,Male,House,Mortgage,>25,300-500,67,10000
2347,1,36 months,Male,House,Own,20-25,300-500,85,15000
2348,1,60 months,Female,House,Rent,20-25,300-500,89,20000
2349,1,36 months,Male,House,Rent,>25,300-500,47,15000
2350,1,36 months,Female,Other,Mortgage,>25,300-500,112,20000
2351,1,36 months,Male,Car,Mortgage,>25,>500,45,15000
2352,1,36 months,Male,Other,Mortgage,20-25,300-500,44,25000
2353,1,36 months,Female,House,Rent,20-25,>500,31,20000
2354,1,60 months,Male,House,Mortgage,20-25,>500,24,10000
2355,1,36 months,Male,Medical,Mortgage,20-25,>500,117,25000
2356,1,36 months,Male,Medical,Rent,20-25,>500,67,15000
2357,1,60 months,Female,Car,Rent,>25,300-500,56,20000
2358,1,36 months,Male,Personal,Own,>25,300-500,98,25000
2359,1,36 months,Female,House,Rent,20-25,>500,63,10000
2360,1,60 months,Male,House,Rent,20-25,300-500,119,20000
2361,0,36 months,Female,Personal,Rent,>25,300-500,34,25000
2362,0,60 months,Male,House,Rent,20-25,300-500,62,25000
2363,1,36 months,Female,Medical,Mortgage,20-25,300-500,67,25000
2364,1,36 months,Male,Medical,Mortgage,20-25,300-500,106,5000
2365,1,36 months,Male,House,Rent,20-25,300-500,89,15000
2366,0,36 months,Female,Car,Mortgage,20-25,>500,65,20000
2367,1,36 months,Female,House,Mortgage,20-25,>500,62,20000
2368,1,36 months,Female,Car,Rent,20-25,>500,40,20000
2369,1,36 months,Male,House,Rent,>25,>500,42,25000
2370,0,36 months,Male,House,Mortgage,>25,300-500,99,15000
2371,1,36 months,Female,Personal,Mortgage,20-25,>500,66,10000
2372,0,36 months,Male,House,Rent,20-25,>500,34,20000
2373,1,36 months,Male,Other,Rent,>25,300-500,44,15000
2374,0,36 months,Female,House,Rent,>25,300-500,55,15000
2375,0,36 months,Male,House,Rent,>25,300-500,94,5000
2376,1,36 months,Male,Other,Mortgage,20-25,>500,70,20000
2377,1,36 months,Male,House,Rent,20-25,>500,34,25000
2378,1,36 months,Male,House,Mortgage,20-25,>500,87,15000
2379,1,36 months,Female,House,Mortgage,20-25,300-500,40,15000
2380,1,36 months,Male,House,Mortgage,20-25,300-500,32,10000
2381,1,36 months,Female,House,Rent,20-25,>500,105,5000
2382,0,36 months,Male,House,Mortgage,>25,>500,38,15000
2383,0,36 months,Male,House,Rent,20-25,>500,53,15000
2384,0,36 months,Male,Other,Mortgage,>25,300-500,97,25000
2385,1,36 months,Male,House,Mortgage,>25,>500,87,25000
2386,1,36 months,Male,House,Rent,>25,300-500,71,10000
2387,1,36 months,Male,House,Rent,>25,300-500,46,10000
2388,1,36 months,Female,House,Mortgage,20-25,>500,48,10000
2389,1,36 months,Female,House,Rent,>25,300-500,47,25000
2390,1,36 months,Male,House,Rent,20-25,>500,54,25000
2391,0,36 months,Male,Car,Own,20-25,>500,27,5000
2392,1,36 months,Female,House,Mortgage,>25,>500,35,20000
2393,1,36 months,Female,House,Mortgage,20-25,300-500,55,20000
2394,1,36 months,Male,House,Mortgage,>25,300-500,49,5000
2395,1,36 months,Female,House,Mortgage,>25,>500,37,20000
2396,1,36 months,Male,House,Rent,>25,300-500,21,25000
2397,0,36 months,Male,Personal,Mortgage,>25,>500,68,20000
2398,1,36 months,Female,House,Rent,20-25,300-500,96,25000
2399,1,36 months,Male,House,Mortgage,>25,>500,23,5000
2400,1,36 months,Female,Wedding,Rent,20-25,300-500,109,10000
2401,1,36 months,Female,House,Rent,20-25,>500,108,5000
2402,0,36 months,Male,House,Rent,20-25,300-500,113,20000
2403,0,36 months,Male,House,Mortgage,20-25,>500,94,25000
2404,0,36 months,Male,Other,Rent,>25,>500,26,20000
2405,1,36 months,Female,House,Rent,20-25,300-500,114,20000
2406,1,36 months,Female,House,Rent,20-25,300-500,93,10000
2407,1,36 months,Female,House,Rent,>25,>500,58,20000
2408,1,36 months,Female,Car,Mortgage,>25,>500,32,10000
2409,1,36 months,Female,House,Mortgage,20-25,>500,50,25000
2410,1,36 months,Female,House,Rent,20-25,300-500,90,25000
2411,1,36 months,Female,House,Mortgage,>25,>500,82,10000
2412,0,36 months,Female,House,Rent,20-25,300-500,75,5000
2413,0,36 months,Female,House,Mortgage,20-25,300-500,61,25000
2414,1,36 months,Female,House,Rent,20-25,>500,80,5000
2415,1,36 months,Male,House,Rent,>25,>500,61,25000
2416,0,60 months,Female,House,Rent,>25,>500,75,25000
2417,1,36 months,Male,House,Rent,>25,300-500,55,15000
2418,1,36 months,Male,Car,Rent,>25,>500,103,20000
2419,1,36 months,Male,House,Mortgage,20-25,300-500,87,20000
2420,1,36 months,Male,Other,Mortgage,20-25,300-500,26,5000
2421,1,60 months,Female,House,Rent,20-25,>500,73,20000
2422,1,36 months,Male,Car,Own,20-25,300-500,20,5000
2423,0,36 months,Male,Car,Mortgage,>25,>500,63,25000
2424,0,36 months,Female,House,Mortgage,>25,300-500,64,15000
2425,0,36 months,Male,House,Rent,>25,300-500,66,15000
2426,1,36 months,Female,House,Mortgage,>25,300-500,32,25000
2427,0,36 months,Female,Car,Mortgage,20-25,300-500,41,10000
2428,1,60 months,Male,House,Mortgage,>25,300-500,40,10000
2429,0,36 months,Female,House,Rent,20-25,>500,105,20000
2430,1,36 months,Male,House,Mortgage,>25,300-500,111,5000
2431,1,36 months,Male,House,Mortgage,>25,300-500,28,15000
2432,1,36 months,Male,House,Rent,20-25,>500,45,20000
2433,1,36 months,Female,House,Rent,20-25,300-500,28,25000
2434,1,36 months,Male,Other,Rent,>25,>500,34,15000
2435,1,36 months,Male,Wedding,Rent,>25,300-500,29,5000
2436,1,36 months,Female,House,Mortgage,20-25,>500,107,5000
2437,1,36 months,Female,House,Mortgage,>25,>500,61,10000
2438,1,36 months,Male,House,Mortgage,>25,300-500,91,20000
2439,0,60 months,Male,Car,Rent,20-25,300-500,43,25000
2440,0,36 months,Male,Other,Mortgage,20-25,300-500,99,15000
2441,1,60 months,Female,Car,Rent,20-25,300-500,68,5000
2442,1,36 months,Female,Other,Rent,>25,300-500,45,15000
2443,1,60 months,Male,Car,Rent,20-25,>500,110,25000
2444,0,36 months,Male,House,Rent,>25,300-500,56,15000
2445,1,36 months,Female,Car,Rent,>25,>500,87,20000
2446,1,60 months,Female,Other,Mortgage,20-25,300-500,69,10000
2447,1,36 months,Female,House,Rent,20-25,>500,43,15000
2448,1,36 months,Male,House,Mortgage,>25,>500,38,10000
2449,0,36 months,Male,House,Mortgage,>25,>500,119,25000
2450,1,36 months,Female,Personal,Mortgage,20-25,>500,79,10000
2451,1,36 months,Male,House,Rent,20-25,>500,58,15000
2452,0,36 months,Male,Personal,Mortgage,>25,>500,93,15000
2453,1,36 months,Male,House,Rent,20-25,300-500,108,5000
2454,1,36 months,Female,Personal,Mortgage,>25,>500,37,15000
2455,0,60 months,Male,House,Mortgage,>25,300-500,38,10000
2456,1,36 months,Female,House,Rent,20-25,300-500,55,5000
2457,0,36 months,Female,House,Mortgage,>25,>500,93,15000
2458,0,36 months,Male,House,Rent,>25,300-500,116,15000
2459,0,36 months,Female,House,Mortgage,20-25,300-500,74,25000
2460,0,36 months,Female,House,Rent,>25,300-500,88,5000
2461,0,36 months,Female,Car,Rent,>25,300-500,66,25000
2462,0,36 months,Female,House,Rent,20-25,300-500,68,25000
2463,0,36 months,Female,Car,Rent,20-25,>500,118,25000
2464,1,36 months,Female,Car,Rent,20-25,300-500,117,20000
2465,1,36 months,Male,House,Rent,20-25,>500,52,25000
2466,0,36 months,Female,Wedding,Mortgage,20-25,300-500,40,10000
2467,0,36 months,Female,House,Rent,20-25,300-500,100,15000
2468,1,36 months,Female,Other,Mortgage,>25,300-500,41,20000
2469,1,36 months,Male,House,Rent,20-25,300-500,67,25000
2470,1,36 months,Male,House,Rent,>25,>500,56,15000
2471,1,36 months,Female,Medical,Rent,20-25,>500,34,5000
2472,1,60 months,Male,House,Rent,>25,300-500,54,5000
2473,0,36 months,Male,House,Own,20-25,>500,111,15000
2474,0,36 months,Male,House,Mortgage,20-25,>500,90,10000
2475,1,36 months,Male,Personal,Rent,20-25,>500,51,15000
2476,1,36 months,Male,House,Mortgage,>25,300-500,30,15000
2477,0,36 months,Male,House,Rent,>25,300-500,29,20000
2478,1,36 months,Female,Car,Mortgage,20-25,>500,92,5000
2479,1,36 months,Female,House,Mortgage,20-25,>500,97,5000
2480,1,36 months,Female,House,Rent,>25,>500,96,25000
2481,1,36 months,Female,House,Mortgage,20-25,300-500,76,15000
2482,0,36 months,Male,House,Mortgage,>25,>500,44,15000
2483,0,36 months,Female,House,Mortgage,20-25,>500,21,10000
2484,1,36 months,Male,House,Rent,20-25,>500,83,5000
2485,1,60 months,Male,House,Mortgage,20-25,300-500,54,10000
2486,1,36 months,Female,House,Rent,20-25,>500,26,20000
2487,0,36 months,Female,Other,Mortgage,20-25,>500,104,25000
2488,1,36 months,Female,Car,Rent,>25,300-500,37,10000
2489,1,36 months,Male,House,Mortgage,>25,>500,86,5000
2490,1,60 months,Male,Car,Rent,>25,>500,61,20000
2491,1,36 months,Male,Personal,Rent,>25,>500,58,15000
2492,0,36 months,Male,House,Rent,20-25,300-500,60,20000
2493,0,36 months,Male,House,Rent,20-25,>500,94,10000
2494,0,36 months,Male,House,Rent,>25,>500,43,5000
2495,1,36 months,Male,Car,Rent,>25,300-500,79,10000
2496,1,36 months,Male,Wedding,Rent,>25,300-500,65,15000
2497,1,36 months,Female,House,Rent,>25,300-500,38,15000
2498,1,36 months,Female,Personal,Mortgage,20-25,300-500,87,5000
2499,0,36 months,Female,Other,Rent,20-25,300-500,109,25000
2500,1,36 months,Female,Other,Rent,>25,300-500,61,20000
2501,0,36 months,Male,Other,Rent,>25,300-500,51,20000
2502,1,36 months,Female,House,Rent,20-25,300-500,58,15000
2503,1,36 months,Female,House,Rent,>25,300-500,55,10000
2504,0,36 months,Female,Other,Mortgage,20-25,>500,116,10000
2505,1,36 months,Male,House,Rent,>25,300-500,55,25000
2506,1,36 months,Male,Wedding,Rent,>25,>500,22,10000
2507,1,36 months,Male,Car,Mortgage,20-25,300-500,92,20000
2508,1,60 months,Male,House,Rent,>25,>500,27,10000
2509,1,36 months,Male,House,Own,20-25,300-500,116,25000
2510,1,36 months,Male,Other,Rent,20-25,300-500,89,20000
2511,1,36 months,Female,House,Mortgage,20-25,300-500,60,10000
2512,0,36 months,Male,House,Mortgage,>25,300-500,87,20000
2513,1,36 months,Female,Car,Rent,20-25,300-500,32,15000
2514,1,36 months,Male,House,Mortgage,>25,300-500,68,15000
2515,0,36 months,Male,Personal,Mortgage,20-25,300-500,79,15000
2516,1,36 months,Female,Other,Mortgage,>25,>500,21,10000
2517,1,36 months,Male,Car,Mortgage,>25,300-500,79,25000
2518,1,36 months,Male,Medical,Rent,>25,300-500,24,20000
2519,1,36 months,Male,House,Rent,20-25,300-500,63,5000
2520,1,60 months,Male,Wedding,Mortgage,20-25,300-500,46,15000
2521,1,36 months,Male,House,Mortgage,>25,300-500,51,15000
2522,1,36 months,Female,Car,Own,>25,300-500,40,5000
2523,1,36 months,Female,House,Rent,>25,300-500,27,5000
2524,1,60 months,Male,Car,Mortgage,20-25,>500,91,10000
2525,1,36 months,Male,House,Rent,20-25,>500,69,20000
2526,1,36 months,Female,Medical,Mortgage,20-25,300-500,86,15000
2527,1,36 months,Female,House,Mortgage,>25,300-500,63,25000
2528,1,60 months,Female,other,Rent,20-25,>500,77,10000
2529,1,36 months,Male,House,Mortgage,20-25,>500,22,10000
2530,1,36 months,Female,Medical,Own,>25,300-500,105,25000
2531,1,36 months,Female,House,Mortgage,20-25,300-500,89,25000
2532,1,36 months,Male,House,Mortgage,>25,>500,21,25000
2533,1,36 months,Male,Car,Rent,>25,>500,106,5000
2534,1,36 months,Male,Car,Mortgage,>25,>500,63,15000
2535,1,36 months,Male,House,Rent,>25,300-500,21,5000
2536,1,60 months,Female,House,Rent,>25,300-500,100,15000
2537,1,36 months,Male,Other,Mortgage,20-25,300-500,54,5000
2538,1,36 months,Male,House,Rent,20-25,300-500,117,20000
2539,1,36 months,Female,Other,Rent,20-25,>500,106,15000
2540,1,36 months,Female,Other,Rent,>25,300-500,49,10000
2541,1,36 months,Female,House,Mortgage,>25,300-500,27,15000
2542,1,36 months,Male,Other,Rent,>25,>500,41,15000
2543,1,36 months,Male,House,Own,>25,300-500,63,15000
2544,1,36 months,Male,Car,Rent,20-25,300-500,77,20000
2545,1,36 months,Male,House,Rent,20-25,300-500,55,5000
2546,1,36 months,Male,House,Mortgage,>25,>500,88,10000
2547,1,36 months,Female,House,Rent,20-25,>500,96,5000
2548,1,36 months,Male,House,Mortgage,>25,>500,112,5000
2549,1,36 months,Male,Wedding,Mortgage,>25,300-500,50,25000
2550,0,60 months,Female,House,Mortgage,>25,>500,66,20000
2551,1,36 months,Male,Car,Mortgage,>25,300-500,74,25000
2552,0,36 months,Male,Personal,Mortgage,20-25,300-500,99,20000
2553,1,36 months,Male,House,Mortgage,20-25,>500,81,5000
2554,0,36 months,Male,House,Rent,>25,300-500,49,5000
2555,1,60 months,Female,Other,Mortgage,20-25,>500,74,20000
2556,1,60 months,Female,House,Rent,20-25,>500,35,5000
2557,1,60 months,Female,House,Mortgage,20-25,300-500,31,5000
2558,1,36 months,Male,House,Mortgage,20-25,>500,36,10000
2559,1,36 months,Female,Car,Rent,20-25,>500,35,25000
2560,0,36 months,Female,House,Own,>25,>500,31,25000
2561,1,36 months,Female,Other,Rent,>25,>500,27,25000
2562,0,36 months,Female,House,Mortgage,>25,300-500,103,15000
2563,1,60 months,Female,House,Mortgage,>25,>500,22,10000
2564,1,36 months,Male,House,Mortgage,>25,300-500,35,25000
2565,1,36 months,Female,Personal,Mortgage,20-25,>500,49,25000
2566,0,36 months,Male,House,Mortgage,>25,300-500,42,10000
2567,1,36 months,Female,House,Mortgage,20-25,>500,111,5000
2568,1,36 months,Male,Other,Mortgage,>25,300-500,24,25000
2569,0,36 months,Male,Car,Rent,20-25,300-500,103,5000
2570,0,60 months,Male,Car,Rent,>25,>500,84,25000
2571,0,36 months,Male,Car,Rent,20-25,>500,49,20000
2572,0,36 months,Male,House,Mortgage,20-25,300-500,40,15000
2573,1,60 months,Male,Car,Rent,20-25,>500,103,25000
2574,1,36 months,Male,House,Mortgage,>25,300-500,89,20000
2575,1,36 months,Male,House,Rent,20-25,>500,41,10000
2576,0,60 months,Male,House,Rent,>25,>500,101,20000
2577,0,36 months,Female,House,Mortgage,20-25,300-500,91,10000
2578,1,36 months,Female,Other,Rent,>25,>500,51,25000
2579,1,60 months,Male,Car,Mortgage,>25,>500,52,10000
2580,1,60 months,Male,House,Mortgage,20-25,300-500,35,20000
2581,0,36 months,Male,Personal,Mortgage,>25,>500,95,15000
2582,0,36 months,Male,House,Mortgage,20-25,>500,57,5000
2583,0,36 months,Female,House,Rent,20-25,>500,117,5000
2584,1,36 months,Male,House,Mortgage,>25,>500,33,15000
2585,0,36 months,Female,Car,Mortgage,20-25,300-500,55,5000
2586,1,36 months,Female,Personal,Rent,20-25,>500,116,25000
2587,1,36 months,Male,House,Rent,20-25,>500,42,25000
2588,0,60 months,Female,Car,Mortgage,20-25,300-500,85,20000
2589,1,36 months,Female,Car,Mortgage,20-25,300-500,104,20000
2590,0,36 months,Male,House,Mortgage,20-25,300-500,21,10000
2591,1,36 months,Female,Car,Mortgage,20-25,300-500,110,20000
2592,1,36 months,Male,House,Mortgage,>25,300-500,92,25000
